taxid,taxname,species,protnum,clade,Type
9601,Pongo_abelii,Pongo_abelii,22000,Mammals,Mammals
9598,Pan_troglodytes,Pan_troglodytes,23008,Mammals,Mammals
9595,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,21796,Mammals,Mammals
1868482,Carlito_syrichta,Carlito_syrichta,23332,Mammals,Mammals
379532,Propithecus_coquereli,Propithecus_coquereli,17882,Mammals,Mammals
61853,Nomascus_leucogenys,Nomascus_leucogenys,20762,Mammals,Mammals
37293,Aotus_nancymaae,Aotus_nancymaae,20372,Mammals,Mammals
30611,Otolemur_garnettii,Otolemur_garnettii,19451,Mammals,Mammals
336983,Colobus_angolensis_palliatus,Colobus_angolensis_palliatus,20530,Mammals,Mammals
61622,Rhinopithecus_roxellana,Rhinopithecus_roxellana,21115,Mammals,Mammals
61621,Rhinopithecus_bieti,Rhinopithecus_bieti,20855,Mammals,Mammals
60711,Chlorocebus_sabaeus,Chlorocebus_sabaeus,19141,Mammals,Mammals
9568,Mandrillus_leucophaeus,Mandrillus_leucophaeus,20780,Mammals,Mammals
9555,Papio_anubis,Papio_anubis,21568,Mammals,Mammals
9545,Macaca_nemestrina,Macaca_nemestrina,21022,Mammals,Mammals
9544,Macaca_mulatta,Macaca_mulatta,21211,Mammals,Mammals
9541,Macaca_fascicularis,Macaca_fascicularis,17395,Mammals,Mammals
9531,Cercocebus_atys,Cercocebus_atys,20885,Mammals,Mammals
1737458,Cebus_capucinus_imitator,Cebus_capucinus_imitator,20237,Mammals,Mammals
39432,Saimiri_boliviensis_boliviensis,Saimiri_boliviensis_boliviensis,19365,Mammals,Mammals
9483,Callithrix_jacchus,Callithrix_jacchus,20990,Mammals,Mammals
419612,Camelus_ferus,Camelus_ferus,20003,Mammals,Mammals
246437,Tupaia_chinensis,Tupaia_chinensis,20824,Mammals,Mammals
13616,Monodelphis_domestica,Monodelphis_domestica,21272,Mammals,Mammals
43179,Ictidomys_tridecemlineatus,Ictidomys_tridecemlineatus,18446,Mammals,Mammals
885580,Fukomys_damarensis,Fukomys_damarensis,20405,Mammals,Mammals
10181,Heterocephalus_glaber,Heterocephalus_glaber,21445,Mammals,Mammals
10141,Cavia_porcellus,Cavia_porcellus,18254,Mammals,Mammals
10116,Rattus_norvegicus,Rattus_norvegicus,21466,Mammals,Mammals
10090,Mus_musculus,Mus_musculus,22295,Mammals,Mammals
56216,Neotoma_lepida,Neotoma_lepida,24274,Mammals,Mammals
10036,Mesocricetus_auratus,Mesocricetus_auratus,20195,Mammals,Mammals
10029,Cricetulus_griseus,Cricetulus_griseus,23881,Mammals,Mammals
10020,Dipodomys_ordii,Dipodomys_ordii,19728,Mammals,Mammals
9986,Oryctolagus_cuniculus,Oryctolagus_cuniculus,19905,Mammals,Mammals
9940,Ovis_aries,Ovis_aries,21220,Mammals,Mammals
9913,Bos_taurus,Bos_taurus,22008,Mammals,Mammals
9823,Sus_scrofa,Sus_scrofa,23232,Mammals,Mammals
9796,Equus_caballus,Equus_caballus,20497,Mammals,Mammals
9785,Loxodonta_africana,Loxodonta_africana,20020,Mammals,Mammals
9685,Felis_catus,Felis_catus,20447,Mammals,Mammals
9669,Mustela_putorius_furo,Mustela_putorius_furo,19909,Mammals,Mammals
9646,Ailuropoda_melanoleuca,Ailuropoda_melanoleuca,19344,Mammals,Mammals
9615,Canis_lupus_familiaris,Canis_lupus_familiaris,20269,Mammals,Mammals
225400,Myotis_davidii,Myotis_davidii,15446,Mammals,Mammals
109478,Myotis_brandtii,Myotis_brandtii,19243,Mammals,Mammals
59463,Myotis_lucifugus,Myotis_lucifugus,19662,Mammals,Mammals
9402,Pteropus_alecto,Pteropus_alecto,19520,Mammals,Mammals
9365,Erinaceus_europaeus,Erinaceus_europaeus,19242,Mammals,Mammals
9305,Sarcophilus_harrisii,Sarcophilus_harrisii,18781,Mammals,Mammals
9258,Ornithorhynchus_anatinus,Ornithorhynchus_anatinus,21677,Mammals,Mammals
441894,Struthio_camelus_australis,Struthio_camelus_australis,13815,Other Vertebrates,Other Vertebrates
345573,Podiceps_cristatus,Podiceps_cristatus,7899,Other Vertebrates,Other Vertebrates
279965,Antrostomus_carolinensis,Antrostomus_carolinensis,8957,Other Vertebrates,Other Vertebrates
175836,Buceros_rhinoceros_silvestris,Buceros_rhinoceros_silvestris,10603,Other Vertebrates,Other Vertebrates
121530,Tauraco_erythrolophus,Tauraco_erythrolophus,10099,Other Vertebrates,Other Vertebrates
118200,Picoides_pubescens,Picoides_pubescens,13097,Other Vertebrates,Other Vertebrates
94827,Tinamus_guttatus,Tinamus_guttatus,13377,Other Vertebrates,Other Vertebrates
188344,Leptosomus_discolor,Leptosomus_discolor,9574,Other Vertebrates,Other Vertebrates
57421,Merops_nubicus,Merops_nubicus,7657,Other Vertebrates,Other Vertebrates
57412,Colius_striatus,Colius_striatus,7080,Other Vertebrates,Other Vertebrates
57397,Apaloderma_vittatum,Apaloderma_vittatum,7903,Other Vertebrates,Other Vertebrates
328815,Manacus_vitellinus,Manacus_vitellinus,12707,Other Vertebrates,Other Vertebrates
85066,Corvus_brachyrhynchos,Corvus_brachyrhynchos,13621,Other Vertebrates,Other Vertebrates
59894,Ficedula_albicollis,Ficedula_albicollis,15290,Other Vertebrates,Other Vertebrates
299123,Lonchura_striata_domestica,Lonchura_striata_domestica,15248,Other Vertebrates,Other Vertebrates
59729,Taeniopygia_guttata,Taeniopygia_guttata,17429,Other Vertebrates,Other Vertebrates
57068,Acanthisitta_chloris,Acanthisitta_chloris,9650,Other Vertebrates,Other Vertebrates
56313,Tyto_alba,Tyto_alba,9263,Other Vertebrates,Other Vertebrates
55661,Cuculus_canorus,Cuculus_canorus,13582,Other Vertebrates,Other Vertebrates
54380,Cariama_cristata,Cariama_cristata,8694,Other Vertebrates,Other Vertebrates
187382,Chlamydotis_macqueenii,Chlamydotis_macqueenii,8277,Other Vertebrates,Other Vertebrates
100784,Balearica_regulorum_gibbericeps,Balearica_regulorum_gibbericeps,8821,Other Vertebrates,Other Vertebrates
54383,Eurypyga_helias,Eurypyga_helias,7979,Other Vertebrates,Other Vertebrates
54374,Mesitornis_unicolor,Mesitornis_unicolor,9395,Other Vertebrates,Other Vertebrates
50402,Charadrius_vociferus,Charadrius_vociferus,14257,Other Vertebrates,Other Vertebrates
240206,Pterocles_gutturalis,Pterocles_gutturalis,7373,Other Vertebrates,Other Vertebrates
43455,Cathartes_aura,Cathartes_aura,7760,Other Vertebrates,Other Vertebrates
37040,Gavia_stellata,Gavia_stellata,7730,Other Vertebrates,Other Vertebrates
30455,Fulmarus_glacialis,Fulmarus_glacialis,8115,Other Vertebrates,Other Vertebrates
30419,Opisthocomus_hoazin,Opisthocomus_hoazin,12773,Other Vertebrates,Other Vertebrates
176057,Nestor_notabilis,Nestor_notabilis,9137,Other Vertebrates,Other Vertebrates
12930,Amazona_aestiva,Amazona_aestiva,16092,Other Vertebrates,Other Vertebrates
9238,Pygoscelis_adeliae,Pygoscelis_adeliae,12848,Other Vertebrates,Other Vertebrates
9233,Aptenodytes_forsteri,Aptenodytes_forsteri,13704,Other Vertebrates,Other Vertebrates
9218,Phoenicopterus_ruber_ruber,Phoenicopterus_ruber_ruber,8220,Other Vertebrates,Other Vertebrates
188379,Egretta_garzetta,Egretta_garzetta,13489,Other Vertebrates,Other Vertebrates
128390,Nipponia_nippon,Nipponia_nippon,14132,Other Vertebrates,Other Vertebrates
97097,Phaethon_lepturus,Phaethon_lepturus,9152,Other Vertebrates,Other Vertebrates
36300,Pelecanus_crispus,Pelecanus_crispus,8686,Other Vertebrates,Other Vertebrates
9209,Phalacrocorax_carbo,Phalacrocorax_carbo,8990,Other Vertebrates,Other Vertebrates
9103,Meleagris_gallopavo,Meleagris_gallopavo,14166,Other Vertebrates,Other Vertebrates
9031,Gallus_gallus,Gallus_gallus,19122,Other Vertebrates,Other Vertebrates
9014,Colinus_virginianus,Colinus_virginianus,17122,Other Vertebrates,Other Vertebrates
9009,Callipepla_squamata,Callipepla_squamata,16973,Other Vertebrates,Other Vertebrates
8969,Haliaeetus_albicilla,Haliaeetus_albicilla,8357,Other Vertebrates,Other Vertebrates
372326,Patagioenas_fasciata_monilis,Patagioenas_fasciata_monilis,19485,Other Vertebrates,Other Vertebrates
8932,Columba_livia,Columba_livia,14619,Other Vertebrates,Other Vertebrates
9244,Calypte_anna,Calypte_anna,13267,Other Vertebrates,Other Vertebrates
8897,Chaetura_pelagica,Chaetura_pelagica,3162,Other Vertebrates,Other Vertebrates
8839,Anas_platyrhynchos,Anas_platyrhynchos,15659,Other Vertebrates,Other Vertebrates
28377,Anolis_carolinensis,Anolis_carolinensis,18528,Other Vertebrates,Other Vertebrates
8665,Ophiophagus_hannah,Ophiophagus_hannah,18387,Other Vertebrates,Other Vertebrates
38654,Alligator_sinensis,Alligator_sinensis,18578,Other Vertebrates,Other Vertebrates
8496,Alligator_mississippiensis,Alligator_mississippiensis,24656,Other Vertebrates,Other Vertebrates
13735,Pelodiscus_sinensis,Pelodiscus_sinensis,18116,Other Vertebrates,Other Vertebrates
8469,Chelonia_mydas,Chelonia_mydas,18960,Other Vertebrates,Other Vertebrates
8400,Rana_catesbeiana,Rana_catesbeiana,22112,Other Vertebrates,Other Vertebrates
8364,Xenopus_tropicalis,Xenopus_tropicalis,24202,Other Vertebrates,Other Vertebrates
8355,Xenopus_laevis,Xenopus_laevis,41562,Other Vertebrates,Other Vertebrates
215358,Larimichthys_crocea,Larimichthys_crocea,12677,Other Vertebrates,Other Vertebrates
113540,Scleropages_formosus,Scleropages_formosus,24200,Other Vertebrates,Other Vertebrates
69293,Gasterosteus_aculeatus,Gasterosteus_aculeatus,20666,Other Vertebrates,Other Vertebrates
99883,Tetraodon_nigroviridis,Tetraodon_nigroviridis,19572,Other Vertebrates,Other Vertebrates
31033,Takifugu_rubripes,Takifugu_rubripes,18563,Other Vertebrates,Other Vertebrates
8128,Oreochromis_niloticus,Oreochromis_niloticus,21436,Other Vertebrates,Other Vertebrates
8090,Oryzias_latipes,Oryzias_latipes,19698,Other Vertebrates,Other Vertebrates
52670,Austrofundulus_limnaeus,Austrofundulus_limnaeus,23690,Other Vertebrates,Other Vertebrates
48698,Poecilia_formosa,Poecilia_formosa,23408,Other Vertebrates,Other Vertebrates
8083,Xiphophorus_maculatus,Xiphophorus_maculatus,20377,Other Vertebrates,Other Vertebrates
8030,Salmo_salar,Salmo_salar,47719,Other Vertebrates,Other Vertebrates
7998,Ictalurus_punctatus,Ictalurus_punctatus,24066,Other Vertebrates,Other Vertebrates
7994,Astyanax_mexicanus,Astyanax_mexicanus,23016,Other Vertebrates,Other Vertebrates
7955,Danio_rerio,Danio_rerio,25289,Other Vertebrates,Other Vertebrates
7918,Lepisosteus_oculatus,Lepisosteus_oculatus,18320,Other Vertebrates,Other Vertebrates
7897,Latimeria_chalumnae,Latimeria_chalumnae,19568,Other Vertebrates,Other Vertebrates
34765,Oikopleura_dioica,Oikopleura_dioica,17050,Other Animals,Other Animals
7739,Branchiostoma_floridae,Branchiostoma_floridae,28542,Other Animals,Other Animals
51511,Ciona_savignyi,Ciona_savignyi,11592,Other Animals,Other Animals
7719,Ciona_intestinalis,Ciona_intestinalis,16678,Other Animals,Other Animals
1819745,Intoshia_linei,Intoshia_linei,8720,Other Animals,Other Animals
400682,Amphimedon_queenslandica,Amphimedon_queenslandica,43435,Other Animals,Other Animals
947166,Ramazzottius_varieornatus,Ramazzottius_varieornatus,22940,Other Animals,Other Animals
232323,Hypsibius_dujardini,Hypsibius_dujardini,14162,Other Animals,Other Animals
669202,Thelohanellus_kitauei,Thelohanellus_kitauei,14750,Other Animals,Other Animals
50429,Stylophora_pistillata,Stylophora_pistillata,24067,Other Animals,Other Animals
45351,Nematostella_vectensis,Nematostella_vectensis,24321,Other Animals,Other Animals
10228,Trichoplax_adhaerens,Trichoplax_adhaerens,11513,Other Animals,Other Animals
307972,Apostichopus_japonicus,Apostichopus_japonicus,30032,Other Animals,Other Animals
7668,Strongylocentrotus_purpuratus,Strongylocentrotus_purpuratus,28594,Other Animals,Other Animals
7574,Lingula_anatina,Lingula_anatina,28455,Other Animals,Other Animals
126957,Strigamia_maritima,Strigamia_maritima,14959,Other Animals,Other Animals
158441,Folsomia_candida,Folsomia_candida,28565,Other Animals,Other Animals
48709,Orchesella_cincta,Orchesella_cincta,20218,Other Animals,Other Animals
121224,Pediculus_humanus_corporis,Pediculus_humanus_corporis,10754,Other Animals,Other Animals
136037,Zootermopsis_nevadensis,Zootermopsis_nevadensis,14526,Other Animals,Other Animals
105785,Cryptotermes_secundus,Cryptotermes_secundus,17797,Other Animals,Other Animals
178035,Dufourea_novaeangliae,Dufourea_novaeangliae,11355,Other Animals,Other Animals
610380,Harpegnathos_saltator,Harpegnathos_saltator,15029,Other Animals,Other Animals
456900,Cyphomyrmex_costatus,Cyphomyrmex_costatus,15716,Other Animals,Other Animals
104421,Camponotus_floridanus,Camponotus_floridanus,14787,Other Animals,Other Animals
103372,Acromyrmex_echinatior,Acromyrmex_echinatior,13962,Other Animals,Other Animals
67767,Lasius_niger,Lasius_niger,18044,Other Animals,Other Animals
471704,Trachymyrmex_cornetzi,Trachymyrmex_cornetzi,18657,Other Animals,Other Animals
64791,Trachymyrmex_zeteki,Trachymyrmex_zeteki,14302,Other Animals,Other Animals
34720,Trachymyrmex_septentrionalis,Trachymyrmex_septentrionalis,15167,Other Animals,Other Animals
13686,Solenopsis_invicta,Solenopsis_invicta,13580,Other Animals,Other Animals
520822,Atta_colombica,Atta_colombica,14143,Other Animals,Other Animals
12957,Atta_cephalotes,Atta_cephalotes,10483,Other Animals,Other Animals
597456,Habropoda_laboriosa,Habropoda_laboriosa,12781,Other Animals,Other Animals
166423,Melipona_quadrifasciata,Melipona_quadrifasciata,14253,Other Animals,Other Animals
7460,Apis_mellifera,Apis_mellifera,15323,Other Animals,Other Animals
543379,Trichomalopsis_sarcophagae,Trichomalopsis_sarcophagae,16054,Other Animals,Other Animals
7425,Nasonia_vitripennis,Nasonia_vitripennis,17019,Other Animals,Other Animals
568069,Clunio_marinus,Clunio_marinus,21611,Other Animals,Other Animals
36166,Megaselia_scalaris,Megaselia_scalaris,11461,Other Animals,Other Animals
201502,Glossina_fuscipes_fuscipes,Glossina_fuscipes_fuscipes,20020,Other Animals,Other Animals
67801,Glossina_palpalis_gambiensis,Glossina_palpalis_gambiensis,19951,Other Animals,Other Animals
37546,Glossina_morsitans_morsitans,Glossina_morsitans_morsitans,12513,Other Animals,Other Animals
37001,Glossina_brevipalpis,Glossina_brevipalpis,14620,Other Animals,Other Animals
7398,Glossina_pallidipes,Glossina_pallidipes,19248,Other Animals,Other Animals
7395,Glossina_austeni,Glossina_austeni,19640,Other Animals,Other Animals
7375,Lucilia_cuprina,Lucilia_cuprina,14336,Other Animals,Other Animals
35570,Stomoxys_calcitrans,Stomoxys_calcitrans,13962,Other Animals,Other Animals
7370,Musca_domestica,Musca_domestica,14344,Other Animals,Other Animals
46245,Drosophila_pseudoobscura_pseudoobscura,Drosophila_pseudoobscura_pseudoobscura,14473,Other Animals,Other Animals
30025,Drosophila_ficusphila,Drosophila_ficusphila,15031,Other Animals,Other Animals
30019,Drosophila_busckii,Drosophila_busckii,11914,Other Animals,Other Animals
7260,Drosophila_willistoni,Drosophila_willistoni,13690,Other Animals,Other Animals
7244,Drosophila_virilis,Drosophila_virilis,13539,Other Animals,Other Animals
7240,Drosophila_simulans,Drosophila_simulans,14986,Other Animals,Other Animals
7238,Drosophila_sechellia,Drosophila_sechellia,16095,Other Animals,Other Animals
7234,Drosophila_persimilis,Drosophila_persimilis,16736,Other Animals,Other Animals
7230,Drosophila_mojavensis,Drosophila_mojavensis,13349,Other Animals,Other Animals
7227,Drosophila_melanogaster,Drosophila_melanogaster,13769,Other Animals,Other Animals
7222,Drosophila_grimshawi,Drosophila_grimshawi,14380,Other Animals,Other Animals
7217,Drosophila_ananassae,Drosophila_ananassae,14205,Other Animals,Other Animals
29031,Phlebotomus_papatasi,Phlebotomus_papatasi,11186,Other Animals,Other Animals
7200,Lutzomyia_longipalpis,Lutzomyia_longipalpis,10277,Other Animals,Other Animals
7176,Culex_quinquefasciatus,Culex_quinquefasciatus,18662,Other Animals,Other Animals
1518534,Anopheles_coluzzii,Anopheles_coluzzii,14512,Other Animals,Other Animals
199890,Anopheles_epiroticus,Anopheles_epiroticus,11903,Other Animals,Other Animals
139723,Anopheles_culicifacies,Anopheles_culicifacies,14305,Other Animals,Other Animals
112268,Anopheles_minimus,Anopheles_minimus,12868,Other Animals,Other Animals
74873,Anopheles_sinensis,Anopheles_sinensis,19343,Other Animals,Other Animals
74869,Anopheles_maculatus,Anopheles_maculatus,14840,Other Animals,Other Animals
69004,Anopheles_farauti,Anopheles_farauti,12978,Other Animals,Other Animals
62324,Anopheles_funestus,Anopheles_funestus,13654,Other Animals,Other Animals
43151,Anopheles_darlingi,Anopheles_darlingi,10447,Other Animals,Other Animals
43041,Anopheles_christyi,Anopheles_christyi,10855,Other Animals,Other Animals
41427,Anopheles_atroparvus,Anopheles_atroparvus,13759,Other Animals,Other Animals
34691,Anopheles_quadriannulatus,Anopheles_quadriannulatus,13616,Other Animals,Other Animals
34690,Anopheles_melas,Anopheles_melas,15186,Other Animals,Other Animals
30069,Anopheles_stephensi,Anopheles_stephensi,11758,Other Animals,Other Animals
30066,Anopheles_merus,Anopheles_merus,13208,Other Animals,Other Animals
7173,Anopheles_arabiensis,Anopheles_arabiensis,13561,Other Animals,Other Animals
7168,Anopheles_dirus,Anopheles_dirus,13007,Other Animals,Other Animals
7167,Anopheles_albimanus,Anopheles_albimanus,12269,Other Animals,Other Animals
7165,Anopheles_gambiae,Anopheles_gambiae,12428,Other Animals,Other Animals
7160,Aedes_albopictus,Aedes_albopictus,17089,Other Animals,Other Animals
7159,Aedes_aegypti,Aedes_aegypti,15586,Other Animals,Other Animals
278856,Danaus_plexippus_plexippus,Danaus_plexippus_plexippus,15140,Other Animals,Other Animals
104452,Operophtera_brumata,Operophtera_brumata,16814,Other Animals,Other Animals
76193,Papilio_machaon,Papilio_machaon,15461,Other Animals,Other Animals
66420,Papilio_xuthus,Papilio_xuthus,15265,Other Animals,Other Animals
7102,Heliothis_virescens,Heliothis_virescens,14951,Other Animals,Other Animals
7091,Bombyx_mori,Bombyx_mori,14773,Other Animals,Other Animals
1629725,Oryctes_borbonicus,Oryctes_borbonicus,8820,Other Animals,Other Animals
224129,Agrilus_planipennis,Agrilus_planipennis,11584,Other Animals,Other Animals
77166,Dendroctonus_ponderosae,Dendroctonus_ponderosae,12069,Other Animals,Other Animals
7070,Tribolium_castaneum,Tribolium_castaneum,16564,Other Animals,Other Animals
121845,Diaphorina_citri,Diaphorina_citri,18136,Other Animals,Other Animals
13249,Rhodnius_prolixus,Rhodnius_prolixus,14929,Other Animals,Other Animals
7029,Acyrthosiphon_pisum,Acyrthosiphon_pisum,35810,Other Animals,Other Animals
418985,Tropilaelaps_mercedesae,Tropilaelaps_mercedesae,14272,Other Animals,Other Animals
407821,Stegodyphus_mimosarum,Stegodyphus_mimosarum,26987,Other Animals,Other Animals
32264,Tetranychus_urticae,Tetranychus_urticae,17526,Other Animals,Other Animals
52283,Sarcoptes_scabiei,Sarcoptes_scabiei,10468,Other Animals,Other Animals
6958,Euroglyphus_maynei,Euroglyphus_maynei,15246,Other Animals,Other Animals
6945,Ixodes_scapularis,Ixodes_scapularis,20468,Other Animals,Other Animals
35525,Daphnia_magna,Daphnia_magna,26600,Other Animals,Other Animals
6669,Daphnia_pulex,Daphnia_pulex,30021,Other Animals,Other Animals
37653,Octopus_bimaculoides,Octopus_bimaculoides,32665,Other Animals,Other Animals
29159,Crassostrea_gigas,Crassostrea_gigas,25946,Other Animals,Other Animals
225164,Lottia_gigantea,Lottia_gigantea,23573,Other Animals,Other Animals
6526,Biomphalaria_glabrata,Biomphalaria_glabrata,25536,Other Animals,Other Animals
6412,Helobdella_robusta,Helobdella_robusta,23328,Other Animals,Other Animals
241478,Soboliphyme_baturini,Soboliphyme_baturini,13171,Other Animals,Other Animals
70415,Trichuris_muris,Trichuris_muris,10587,Other Animals,Other Animals
68888,Trichuris_suis,Trichuris_suis,13959,Other Animals,Other Animals
36087,Trichuris_trichiura,Trichuris_trichiura,9625,Other Animals,Other Animals
990121,Trichinella_patagoniensis,Trichinella_patagoniensis,14635,Other Animals,Other Animals
268475,Trichinella_zimbabwensis,Trichinella_zimbabwensis,14212,Other Animals,Other Animals
268474,Trichinella_papuae,Trichinella_papuae,11419,Other Animals,Other Animals
144512,Trichinella_murrelli,Trichinella_murrelli,14367,Other Animals,Other Animals
92180,Trichinella_sp._T8,Trichinella_sp._T8,14641,Other Animals,Other Animals
45882,Trichinella_britovi,Trichinella_britovi,15466,Other Animals,Other Animals
6337,Trichinella_pseudospiralis,Trichinella_pseudospiralis,10629,Other Animals,Other Animals
6336,Trichinella_nelsoni,Trichinella_nelsoni,13005,Other Animals,Other Animals
6335,Trichinella_nativa,Trichinella_nativa,13202,Other Animals,Other Animals
6334,Trichinella_spiralis,Trichinella_spiralis,15524,Other Animals,Other Animals
54126,Pristionchus_pacificus,Pristionchus_pacificus,29080,Other Animals,Other Animals
451379,Syphacia_muris,Syphacia_muris,11091,Other Animals,Other Animals
51028,Enterobius_vermicularis,Enterobius_vermicularis,12869,Other Animals,Other Animals
637853,Gongylonema_pulchrum,Gongylonema_pulchrum,26903,Other Animals,Other Animals
318479,Dracunculus_medinensis,Dracunculus_medinensis,10898,Other Animals,Other Animals
