taxid,taxname,species,protnum,clade,Type
211096,Hanseniaspora_opuntiae,Hanseniaspora_opuntiae,4166,Fungi,Fungi
56408,Hanseniaspora_osmophila,Hanseniaspora_osmophila,4653,Fungi,Fungi
1076872,Torulaspora_delbrueckii_CBS_1146,Torulaspora_delbrueckii_CBS_1146,4966,Fungi,Fungi
1789683,Kazachstania_saulgeensis,Kazachstania_saulgeensis,5290,Fungi,Fungi
1071383,Kazachstania_naganishii_CBS_8797,Kazachstania_naganishii_CBS_8797,5301,Fungi,Fungi
1071382,Kazachstania_africana_CBS_2517,Kazachstania_africana_CBS_2517,5354,Fungi,Fungi
1071381,Tetrapisispora_phaffii_CBS_4417,Tetrapisispora_phaffii_CBS_4417,5238,Fungi,Fungi
1071380,Tetrapisispora_blattae_CBS_6284,Tetrapisispora_blattae_CBS_6284,5385,Fungi,Fungi
1071378,Naumovozyma_dairenensis_CBS_421,Naumovozyma_dairenensis_CBS_421,5523,Fungi,Fungi
1064592,Naumovozyma_castellii_CBS_4309,Naumovozyma_castellii_CBS_4309,5565,Fungi,Fungi
669874,Pachysolen_tannophilus_NRRL_Y-2460,Pachysolen_tannophilus_NRRL_Y-2460,5643,Fungi,Fungi
1333698,Zygosaccharomyces_bailii_CLIB_213,Zygosaccharomyces_bailii_CLIB_213,863,Fungi,Fungi
559307,Zygosaccharomyces_rouxii_CBS_732,Zygosaccharomyces_rouxii_CBS_732,4987,Fungi,Fungi
436907,Vanderwaltozyma_polyspora_DSM_70294,Vanderwaltozyma_polyspora_DSM_70294,5314,Fungi,Fungi
931890,Eremothecium_cymbalariae_DBVPG#7215,Eremothecium_cymbalariae_DBVPG#7215,4429,Fungi,Fungi
284811,Eremothecium_gossypii_ATCC_10895,Eremothecium_gossypii_ATCC_10895,4758,Fungi,Fungi
284593,[Candida]_glabrata_CBS_138,[Candida]_glabrata_CBS_138,5200,Fungi,Fungi
1003335,Kluyveromyces_marxianus_DMKU3-1042,Kluyveromyces_marxianus_DMKU3-1042,4925,Fungi,Fungi
284590,Kluyveromyces_lactis_NRRL_Y-1140,Kluyveromyces_lactis_NRRL_Y-1140,5071,Fungi,Fungi
1160507,Saccharomyces_arboricola_H-6,Saccharomyces_arboricola_H-6,3653,Fungi,Fungi
1095631,Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii_VIN7,Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii_VIN7,9076,Fungi,Fungi
226230,Saccharomyces_kudriavzevii_IFO_1802,Saccharomyces_kudriavzevii_IFO_1802,3745,Fungi,Fungi
1266666,Lachancea_nothofagi_CBS_11611,Lachancea_nothofagi_CBS_11611,5149,Fungi,Fungi
1266660,Lachancea_dasiensis_CBS_10888,Lachancea_dasiensis_CBS_10888,5089,Fungi,Fungi
1245769,Lachancea_lanzarotensis,Lachancea_lanzarotensis,5055,Fungi,Fungi
1230905,Lachancea_mirantina,Lachancea_mirantina,5053,Fungi,Fungi
559295,Lachancea_thermotolerans_CBS_6340,Lachancea_thermotolerans_CBS_6340,5093,Fungi,Fungi
4955,Lachancea_fermentati,Lachancea_fermentati,5229,Fungi,Fungi
1124627,Brettanomyces_bruxellensis_AWRI1499,Brettanomyces_bruxellensis_AWRI1499,4857,Fungi,Fungi
983967,[Candida]_arabinofermentans_NRRL_YB-2248,[Candida]_arabinofermentans_NRRL_YB-2248,5824,Fungi,Fungi
871575,Ogataea_parapolymorpha_DL-1,Ogataea_parapolymorpha_DL-1,5338,Fungi,Fungi
763406,Pichia_membranifaciens_NRRL_Y-2026,Pichia_membranifaciens_NRRL_Y-2026,5536,Fungi,Fungi
4909,Pichia_kudriavzevii,Pichia_kudriavzevii,6873,Fungi,Fungi
1206466,Wickerhamomyces_ciferrii_NRRL_Y-1031,Wickerhamomyces_ciferrii_NRRL_Y-1031,6698,Fungi,Fungi
683960,Wickerhamomyces_anomalus_NRRL_Y-366-8,Wickerhamomyces_anomalus_NRRL_Y-366-8,6406,Fungi,Fungi
644223,Komagataella_phaffii_GS115,Komagataella_phaffii_GS115,5073,Fungi,Fungi
36022,Cyberlindnera_fabianii,Cyberlindnera_fabianii,5507,Fungi,Fungi
983966,Cyberlindnera_jadinii_NRRL_Y-1542,Cyberlindnera_jadinii_NRRL_Y-1542,5994,Fungi,Fungi
1432141,Rhizophagus_irregularis_DAOM_197198w,Rhizophagus_irregularis_DAOM_197198w,26712,Fungi,Fungi
1314771,Mortierella_elongata_AG-77,Mortierella_elongata_AG-77,14847,Fungi,Fungi
64571,Lobosporangium_transversale,Lobosporangium_transversale,11593,Fungi,Fungi
1263082,Lichtheimia_corymbifera_JMRC:FSU:9682,Lichtheimia_corymbifera_JMRC:FSU:9682,12138,Fungi,Fungi
763407,Phycomyces_blakesleeanus_NRRL_1555(-),Phycomyces_blakesleeanus_NRRL_1555(-),16154,Fungi,Fungi
101091,Choanephora_cucurbitarum,Choanephora_cucurbitarum,11924,Fungi,Fungi
246409,Rhizopus_delemar_RA_99-880,Rhizopus_delemar_RA_99-880,16971,Fungi,Fungi
58291,Rhizopus_microsporus,Rhizopus_microsporus,19180,Fungi,Fungi
1220926,Mucor_circinelloides_f._circinelloides_1006PhL,Mucor_circinelloides_f._circinelloides_1006PhL,12143,Fungi,Fungi
91626,Mucor_ambiguus,Mucor_ambiguus,11311,Fungi,Fungi
35722,Parasitella_parasitica,Parasitella_parasitica,13357,Fungi,Fungi
90262,Absidia_repens,Absidia_repens,14767,Fungi,Fungi
4829,Absidia_glauca,Absidia_glauca,14825,Fungi,Fungi
105487,Valsa_mali,Valsa_mali,11147,Fungi,Fungi
564608,Micromonas_pusilla_CCMP1545,Micromonas_pusilla_CCMP1545,10246,Plants,Plants
296587,Micromonas_commoda,Micromonas_commoda,10089,Plants,Plants
436017,Ostreococcus_lucimarinus_CCE9901,Ostreococcus_lucimarinus_CCE9901,7390,Plants,Plants
70448,Ostreococcus_tauri,Ostreococcus_tauri,7743,Plants,Plants
41875,Bathycoccus_prasinos,Bathycoccus_prasinos,7886,Plants,Plants
574566,Coccomyxa_subellipsoidea_C-169,Coccomyxa_subellipsoidea_C-169,9785,Plants,Plants
1291522,Helicosporidium_sp._ATCC_50920,Helicosporidium_sp._ATCC_50920,6029,Plants,Plants
554065,Chlorella_variabilis,Chlorella_variabilis,9831,Plants,Plants
3075,Auxenochlorella_protothecoides,Auxenochlorella_protothecoides,6999,Plants,Plants
145388,Monoraphidium_neglectum,Monoraphidium_neglectum,16738,Plants,Plants
33097,Gonium_pectorale,Gonium_pectorale,16224,Plants,Plants
3068,Volvox_carteri_f._nagariensis,Volvox_carteri_f._nagariensis,14333,Plants,Plants
1157962,Chlamydomonas_eustigma,Chlamydomonas_eustigma,14046,Plants,Plants
3055,Chlamydomonas_reinhardtii,Chlamydomonas_reinhardtii,17612,Plants,Plants
1480154,Marchantia_polymorpha_subsp._ruderalis,Marchantia_polymorpha_subsp._ruderalis,17951,Plants,Plants
105231,Klebsormidium_nitens,Klebsormidium_nitens,16171,Plants,Plants
88036,Selaginella_moellendorffii,Selaginella_moellendorffii,32883,Plants,Plants
79200,Daucus_carota_subsp._sativus,Daucus_carota_subsp._sativus,31771,Plants,Plants
56857,Macleaya_cordata,Macleaya_cordata,21697,Plants,Plants
51240,Juglans_regia,Juglans_regia,35778,Plants,Plants
29760,Vitis_vinifera,Vitis_vinifera,29851,Plants,Plants
71139,Eucalyptus_grandis,Eucalyptus_grandis,36664,Plants,Plants
22663,Punica_granatum,Punica_granatum,28977,Plants,Plants
13333,Amborella_trichopoda,Amborella_trichopoda,27358,Plants,Plants
214687,Musa_acuminata_subsp._malaccensis,Musa_acuminata_subsp._malaccensis,36474,Plants,Plants
42345,Phoenix_dactylifera,Phoenix_dactylifera,25714,Plants,Plants
29655,Zostera_marina,Zostera_marina,20358,Plants,Plants
4615,Ananas_comosus,Ananas_comosus,23408,Plants,Plants
888268,Dichanthelium_oligosanthes,Dichanthelium_oligosanthes,26451,Plants,Plants
112509,Hordeum_vulgare_subsp._vulgare,Hordeum_vulgare_subsp._vulgare,35918,Plants,Plants
77586,Leersia_perrieri,Leersia_perrieri,29035,Plants,Plants
15368,Brachypodium_distachyon,Brachypodium_distachyon,26492,Plants,Plants
4577,Zea_mays,Zea_mays,39442,Plants,Plants
4572,Triticum_urartu,Triticum_urartu,33313,Plants,Plants
4565,Triticum_aestivum,Triticum_aestivum,102256,Plants,Plants
4558,Sorghum_bicolor,Sorghum_bicolor,33978,Plants,Plants
4555,Setaria_italica,Setaria_italica,35700,Plants,Plants
65489,Oryza_barthii,Oryza_barthii,34345,Plants,Plants
40149,Oryza_meridionalis,Oryza_meridionalis,29137,Plants,Plants
40148,Oryza_glumipatula,Oryza_glumipatula,35649,Plants,Plants
39947,Oryza_sativa_Japonica_Group,Oryza_sativa_Japonica_Group,43569,Plants,Plants
39946,Oryza_sativa_Indica_Group,Oryza_sativa_Indica_Group,37192,Plants,Plants
4538,Oryza_glaberrima,Oryza_glaberrima,31807,Plants,Plants
4537,Oryza_punctata,Oryza_punctata,31311,Plants,Plants
4536,Oryza_nivara,Oryza_nivara,36306,Plants,Plants
4533,Oryza_brachyantha,Oryza_brachyantha,31989,Plants,Plants
4529,Oryza_rufipogon,Oryza_rufipogon,37110,Plants,Plants
4432,Nelumbo_nucifera,Nelumbo_nucifera,23993,Plants,Plants
4236,Lactuca_sativa,Lactuca_sativa,37926,Plants,Plants
4232,Helianthus_annuus,Helianthus_annuus,51233,Plants,Plants
429701,Handroanthus_impetiginosus,Handroanthus_impetiginosus,29726,Plants,Plants
192259,Genlisea_aurea,Genlisea_aurea,17675,Plants,Plants
4155,Erythranthe_guttata,Erythranthe_guttata,27703,Plants,Plants
49451,Nicotiana_attenuata,Nicotiana_attenuata,20665,Plants,Plants
4097,Nicotiana_tabacum,Nicotiana_tabacum,61674,Plants,Plants
4096,Nicotiana_sylvestris,Nicotiana_sylvestris,33640,Plants,Plants
4113,Solanum_tuberosum,Solanum_tuberosum,39133,Plants,Plants
4081,Solanum_lycopersicum,Solanum_lycopersicum,33952,Plants,Plants
80379,Capsicum_chinense,Capsicum_chinense,34757,Plants,Plants
33114,Capsicum_baccatum,Capsicum_baccatum,35641,Plants,Plants
4072,Capsicum_annuum,Capsicum_annuum,35548,Plants,Plants
3916,Vigna_radiata_var._radiata,Vigna_radiata_var._radiata,26453,Plants,Plants
3914,Vigna_angularis,Vigna_angularis,33730,Plants,Plants
3885,Phaseolus_vulgaris,Phaseolus_vulgaris,27994,Plants,Plants
3880,Medicago_truncatula,Medicago_truncatula,49964,Plants,Plants
3871,Lupinus_angustifolius,Lupinus_angustifolius,13903,Plants,Plants
3848,Glycine_soja,Glycine_soja,26096,Plants,Plants
3847,Glycine_max,Glycine_max,56626,Plants,Plants
3827,Cicer_arietinum,Cicer_arietinum,24569,Plants,Plants
3821,Cajanus_cajan,Cajanus_cajan,47180,Plants,Plants
3775,Cephalotus_follicularis,Cephalotus_follicularis,36277,Plants,Plants
981085,Morus_notabilis,Morus_notabilis,26760,Plants,Plants
3760,Prunus_persica,Prunus_persica,26842,Plants,Plants
81985,Capsella_rubella,Capsella_rubella,26721,Plants,Plants
72664,Eutrema_salsugineum,Eutrema_salsugineum,26426,Plants,Plants
50452,Arabis_alpina,Arabis_alpina,21574,Plants,Plants
109376,Brassica_oleracea_var._oleracea,Brassica_oleracea_var._oleracea,58535,Plants,Plants
51351,Brassica_rapa_subsp._pekinensis,Brassica_rapa_subsp._pekinensis,40801,Plants,Plants
3708,Brassica_napus,Brassica_napus,60065,Plants,Plants
81972,Arabidopsis_lyrata_subsp._lyrata,Arabidopsis_lyrata_subsp._lyrata,32047,Plants,Plants
3702,Arabidopsis_thaliana,Arabidopsis_thaliana,27582,Plants,Plants
180498,Jatropha_curcas,Jatropha_curcas,27058,Plants,Plants
3988,Ricinus_communis,Ricinus_communis,31219,Plants,Plants
3694,Populus_trichocarpa,Populus_trichocarpa,60185,Plants,Plants
3659,Cucumis_sativus,Cucumis_sativus,23737,Plants,Plants
3656,Cucumis_melo,Cucumis_melo,19473,Plants,Plants
210143,Corchorus_capsularis,Corchorus_capsularis,29085,Plants,Plants
93759,Corchorus_olitorius,Corchorus_olitorius,35489,Plants,Plants
3641,Theobroma_cacao,Theobroma_cacao,29150,Plants,Plants
29730,Gossypium_raimondii,Gossypium_raimondii,37992,Plants,Plants
29729,Gossypium_arboreum,Gossypium_arboreum,30420,Plants,Plants
3635,Gossypium_hirsutum,Gossypium_hirsutum,60811,Plants,Plants
3562,Spinacia_oleracea,Spinacia_oleracea,21533,Plants,Plants
3218,Physcomitrella_patens,Physcomitrella_patens,30837,Plants,Plants
85681,Citrus_clementina,Citrus_clementina,24934,Plants,Plants
2711,Citrus_sinensis,Citrus_sinensis,28132,Plants,Plants
2015173,Ooceraea_biroi,Ooceraea_biroi,16497,Protists,Protists
2018661,Diploscapter_pachys,Diploscapter_pachys,27206,Protists,Protists
1460289,Chrysochromulina_sp._CCMP291,Chrysochromulina_sp._CCMP291,16663,Protists,Protists
1257118,Acanthamoeba_castellanii_str._Neff,Acanthamoeba_castellanii_str._Neff,14938,Protists,Protists
1169540,Vitrella_brassicaformis_CCMP3155,Vitrella_brassicaformis_CCMP3155,23030,Protists,Protists
1144522,Tritrichomonas_foetus,Tritrichomonas_foetus,24634,Protists,Protists
905079,Guillardia_theta_CCMP2712,Guillardia_theta_CCMP2712,24567,Protists,Protists
691883,Fonticula_alba,Fonticula_alba,5901,Protists,Protists
1054147,Cavenderia_fasciculata_SH3,Cavenderia_fasciculata_SH3,12152,Protists,Protists
670386,Heterostelium_album_PN500,Heterostelium_album_PN500,12351,Protists,Protists
667725,Sphaeroforma_arctica_JP610,Sphaeroforma_arctica_JP610,18207,Protists,Protists
595528,Capsaspora_owczarzaki_ATCC_30864,Capsaspora_owczarzaki_ATCC_30864,8738,Protists,Protists
461836,Thecamonas_trahens_ATCC_50062,Thecamonas_trahens_ATCC_50062,10533,Protists,Protists
423536,Perkinsus_marinus_ATCC_50983,Perkinsus_marinus_ATCC_50983,22958,Protists,Protists
280699,Cyanidioschyzon_merolae_strain_10D,Cyanidioschyzon_merolae_strain_10D,4990,Protists,Protists
130081,Galdieria_sulphuraria,Galdieria_sulphuraria,6595,Protists,Protists
946362,Salpingoeca_rosetta,Salpingoeca_rosetta,11614,Protists,Protists
81824,Monosiga_brevicollis,Monosiga_brevicollis,9188,Protists,Protists
46433,Reticulomyxa_filosa,Reticulomyxa_filosa,39903,Protists,Protists
44056,Aureococcus_anophagefferens,Aureococcus_anophagefferens,11501,Protists,Protists
37360,Plasmodiophora_brassicae,Plasmodiophora_brassicae,9720,Protists,Protists
635003,Fragilariopsis_cylindrus_CCMP1102,Fragilariopsis_cylindrus_CCMP1102,18047,Protists,Protists
1519565,Fistulifera_solaris,Fistulifera_solaris,20301,Protists,Protists
556484,Phaeodactylum_tricornutum_CCAP_1055/1,Phaeodactylum_tricornutum_CCAP_1055/1,10451,Protists,Protists
159749,Thalassiosira_oceanica,Thalassiosira_oceanica,34547,Protists,Protists
35128,Thalassiosira_pseudonana,Thalassiosira_pseudonana,11717,Protists,Protists
478820,Blastocystis_sp._ATCC_50177/Nand_II,Blastocystis_sp._ATCC_50177/Nand_II,6377,Protists,Protists
12968,Blastocystis_hominis,Blastocystis_hominis,5820,Protists,Protists
5963,Stentor_coeruleus,Stentor_coeruleus,30969,Protists,Protists
1172189,Oxytricha_trifallax,Oxytricha_trifallax,23559,Protists,Protists
5949,Stylonychia_lemnae,Stylonychia_lemnae,20720,Protists,Protists
857967,Ichthyophthirius_multifiliis_strain_G5,Ichthyophthirius_multifiliis_strain_G5,8049,Protists,Protists
312017,Tetrahymena_thermophila_SB210,Tetrahymena_thermophila_SB210,26971,Protists,Protists
266149,Pseudocohnilembus_persalinus,Pseudocohnilembus_persalinus,13175,Protists,Protists
5888,Paramecium_tetraurelia,Paramecium_tetraurelia,39461,Protists,Protists
1537102,Theileria_equi_strain_WA,Theileria_equi_strain_WA,5313,Protists,Protists
869250,Theileria_orientalis_strain_Shintoku,Theileria_orientalis_strain_Shintoku,3989,Protists,Protists
5875,Theileria_parva,Theileria_parva,4071,Protists,Protists
5874,Theileria_annulata,Theileria_annulata,3790,Protists,Protists
1133968,Babesia_microti_strain_RI,Babesia_microti_strain_RI,3595,Protists,Protists
462227,Babesia_sp._Xinjiang,Babesia_sp._Xinjiang,2856,Protists,Protists
5866,Babesia_bigemina,Babesia_bigemina,4432,Protists,Protists
5865,Babesia_bovis,Babesia_bovis,3690,Protists,Protists
5821,Plasmodium_berghei,Plasmodium_berghei,5060,Protists,Protists
1237626,Plasmodium_inui_San_Antonio_1,Plasmodium_inui_San_Antonio_1,5828,Protists,Protists
1120755,Plasmodium_cynomolgi_strain_B,Plasmodium_cynomolgi_strain_B,5713,Protists,Protists
864142,Plasmodium_ovale_wallikeri,Plasmodium_ovale_wallikeri,8636,Protists,Protists
647221,Plasmodium_gaboni,Plasmodium_gaboni,5197,Protists,Protists
208452,Plasmodium_coatneyi,Plasmodium_coatneyi,5514,Protists,Protists
126793,Plasmodium_vivax_Sal-1,Plasmodium_vivax_Sal-1,5389,Protists,Protists
85471,Plasmodium_relictum,Plasmodium_relictum,5136,Protists,Protists
77519,Plasmodium_gonderi,Plasmodium_gonderi,5915,Protists,Protists
73239,Plasmodium_yoelii_yoelii,Plasmodium_yoelii_yoelii,7741,Protists,Protists
5858,Plasmodium_malariae,Plasmodium_malariae,6339,Protists,Protists
5857,Plasmodium_fragile,Plasmodium_fragile,5638,Protists,Protists
5851,Plasmodium_knowlesi_strain_H,Plasmodium_knowlesi_strain_H,5100,Protists,Protists
1036725,Plasmodium_falciparum_Tanzania_(2000708),Plasmodium_falciparum_Tanzania_(2000708),6643,Protists,Protists
31271,Plasmodium_chabaudi_chabaudi,Plasmodium_chabaudi_chabaudi,5049,Protists,Protists
110365,Gregarina_niphandrodes,Gregarina_niphandrodes,6341,Protists,Protists
857276,Cryptosporidium_ubiquitum,Cryptosporidium_ubiquitum,3765,Protists,Protists
441375,Cryptosporidium_muris_RN66,Cryptosporidium_muris_RN66,3930,Protists,Protists
353152,Cryptosporidium_parvum_Iowa_II,Cryptosporidium_parvum_Iowa_II,3805,Protists,Protists
572307,Neospora_caninum_Liverpool,Neospora_caninum_Liverpool,7108,Protists,Protists
483139,Cystoisospora_suis,Cystoisospora_suis,11541,Protists,Protists
432359,Toxoplasma_gondii_VEG,Toxoplasma_gondii_VEG,8404,Protists,Protists
99158,Hammondia_hammondi,Hammondia_hammondi,8002,Protists,Protists
94643,Besnoitia_besnoiti,Besnoitia_besnoiti,8036,Protists,Protists
88456,Cyclospora_cayetanensis,Cyclospora_cayetanensis,7151,Protists,Protists
51316,Eimeria_praecox,Eimeria_praecox,7635,Protists,Protists
51315,Eimeria_necatrix,Eimeria_necatrix,8608,Protists,Protists
51314,Eimeria_brunetti,Eimeria_brunetti,8711,Protists,Protists
44415,Eimeria_mitis,Eimeria_mitis,10057,Protists,Protists
5804,Eimeria_maxima,Eimeria_maxima,6057,Protists,Protists
5802,Eimeria_tenella,Eimeria_tenella,8595,Protists,Protists
5801,Eimeria_acervulina,Eimeria_acervulina,6867,Protists,Protists
361077,Tieghemostelium_lacteum,Tieghemostelium_lacteum,10208,Protists,Protists
44689,Dictyostelium_discoideum,Dictyostelium_discoideum,12738,Protists,Protists
5786,Dictyostelium_purpureum,Dictyostelium_purpureum,12347,Protists,Protists
5762,Naegleria_gruberi,Naegleria_gruberi,15634,Protists,Protists
370355,Entamoeba_invadens_IP1,Entamoeba_invadens_IP1,9857,Protists,Protists
5759,Entamoeba_histolytica,Entamoeba_histolytica,7959,Protists,Protists
348837,Spironucleus_salmonicida,Spironucleus_salmonicida,8098,Protists,Protists
184922,Giardia_lamblia_ATCC_50803,Giardia_lamblia_ATCC_50803,7154,Protists,Protists
5722,Trichomonas_vaginalis,Trichomonas_vaginalis,50190,Protists,Protists
1314962,Perkinsela_sp._CCAP_1560/4,Perkinsela_sp._CCAP_1560/4,4883,Protists,Protists
75058,Bodo_saltans,Bodo_saltans,18124,Protists,Protists
134013,Phytomonas_sp._isolate_Hart1,Phytomonas_sp._isolate_Hart1,6442,Protists,Protists
1068625,Trypanosoma_congolense_IL3000,Trypanosoma_congolense_IL3000,5906,Protists,Protists
1055687,Trypanosoma_vivax_Y486,Trypanosoma_vivax_Y486,3778,Protists,Protists
429131,Trypanosoma_rangeli_SC58,Trypanosoma_rangeli_SC58,7365,Protists,Protists
185431,Trypanosoma_brucei_brucei_TREU927,Trypanosoma_brucei_brucei_TREU927,8561,Protists,Protists
353153,Trypanosoma_cruzi_strain_CL_Brener,Trypanosoma_cruzi_strain_CL_Brener,19242,Protists,Protists
67003,Trypanosoma_theileri,Trypanosoma_theileri,11236,Protists,Protists
59799,Angomonas_deanei,Angomonas_deanei,14524,Protists,Protists
28005,Strigomonas_culicis,Strigomonas_culicis,9986,Protists,Protists
157538,Leptomonas_pyrrhocoris,Leptomonas_pyrrhocoris,9272,Protists,Protists
5684,Leptomonas_seymouri,Leptomonas_seymouri,8480,Protists,Protists
929439,Leishmania_mexicana_MHOM/GT/2001/U1103,Leishmania_mexicana_MHOM/GT/2001/U1103,8044,Protists,Protists
5671,Leishmania_infantum,Leishmania_infantum,8045,Protists,Protists
5664,Leishmania_major,Leishmania_major,8038,Protists,Protists
5660,Leishmania_braziliensis,Leishmania_braziliensis,8084,Protists,Protists
2004951,Cordyceps_sp._RAO-2017,Cordyceps_sp._RAO-2017,11255,Protists,Protists
2004952,Ophiocordyceps_camponoti-rufipedis,Ophiocordyceps_camponoti-rufipedis,7618,Protists,Protists
1974281,Rachicladosporium_sp._CCFEE_5018,Rachicladosporium_sp._CCFEE_5018,18035,Protists,Protists
431595,Pythium_ultimum_DAOM_BR144,Pythium_ultimum_DAOM_BR144,15121,Protists,Protists
114742,Pythium_insidiosum,Pythium_insidiosum,14555,Protists,Protists
1156394,Saprolegnia_diclina_VS20,Saprolegnia_diclina_VS20,17306,Protists,Protists
695850,Saprolegnia_parasitica_CBS_223.65,Saprolegnia_parasitica_CBS_223.65,20052,Protists,Protists
157072,Aphanomyces_invadans,Aphanomyces_invadans,15212,Protists,Protists
112090,Aphanomyces_astaci,Aphanomyces_astaci,19020,Protists,Protists
65357,Albugo_candida,Albugo_candida,13200,Protists,Protists
559515,Hyaloperonospora_arabidopsidis_Emoy2,Hyaloperonospora_arabidopsidis_Emoy2,13836,Protists,Protists
1094619,Phytophthora_sojae_strain_P6497,Phytophthora_sojae_strain_P6497,25721,Protists,Protists
403677,Phytophthora_infestans_T30-4,Phytophthora_infestans_T30-4,17609,Protists,Protists
164328,Phytophthora_ramorum,Phytophthora_ramorum,15349,Protists,Protists
4795,Phytophthora_megakarya,Phytophthora_megakarya,34747,Protists,Protists
761204,Phytophthora_parasitica_INRA-310,Phytophthora_parasitica_INRA-310,23004,Protists,Protists
4790,Phytophthora_nicotianae,Phytophthora_nicotianae,15887,Protists,Protists
4781,Plasmopara_halstedii,Plasmopara_halstedii,15449,Protists,Protists
2951,Symbiodinium_microadriaticum,Symbiodinium_microadriaticum,43269,Protists,Protists
2903,Emiliania_huxleyi,Emiliania_huxleyi,35676,Protists,Protists
2880,Ectocarpus_siliculosus,Ectocarpus_siliculosus,16334,Protists,Protists
72520,Nannochloropsis_gaditana,Nannochloropsis_gaditana,10493,Protists,Protists
